case_id,project_name,evidence_status,project_highlight,problem_opportunity,decisive_action,mechanism_chain,evidence_backed_result,transferable_action,applicability_trigger,required_conditions,non_transferable_conditions,proposal_use,card_status
案例E5,东莞旗云广场,部分核验,以TOD通勤客流、首店矩阵和主题活动把交通节点转化为区域目的地,枢纽商业需把通勤客流转为消费而非仅路过,以首店/旗舰店矩阵、影院和主题快闪组织开业内容,TOD客流 → 首店与主题活动 → 区域消费与社交,TOD位置、东实集团开发、2025-12-31开业及区域定位已确认,在动线节点设首店内容与高频活动停留点，把过境交通客流转化为到店消费,TOD或枢纽型商业,持续交通客流、周边居住消费和招商活动能力,东莞站通勤客流与东实资源,动作参考,已完成
案例E6,成都凯德天府,线索,项目身份无法唯一对应，不能形成可引用亮点,“成都凯德天府”需确认正式项目全名和主体,先确认正式全名、地址、主体和开业状态,名称无法唯一对应 → 不可引用,无可靠来源,不可引用；先完成项目消歧,名称无法唯一对应具体资产,项目方、政府或专业媒体资料,不适用,风险提示,已完成
案例E7,武汉麓客岛,线索,项目身份未定位，不能形成可引用亮点,“武汉麓客岛”需确认是否真实存在及主体,先确认正式名称、地址、主体和原始语境,身份未定位 → 不可引用,无可靠来源,不可引用；先完成项目身份核验,名称无法定位或非唯一,项目方、政府或专业媒体资料,不适用,风险提示,已完成
案例E8,上海乐高乐园旁爱琴海缤纷里,线索,项目身份未获官方来源，不能形成可引用亮点,乐高乐园配套商业需确认主体、开业、商户和经营,先取得项目方、乐园或政府官方来源,仅百科/旅游结果 → 不可引用,未取得可靠来源,不可引用；先补官方开业/招商/经营资料,配套商业身份待确认,项目方公告、官方招商/开业材料,不适用,风险提示,已完成
案例D1,南京景枫中心·再地,部分核验,在购物中心边角空间做在地文化品牌社区，并以社群友好和首展快闪带动复购,既有购物中心需在标准动线外制造可停留的非标准场景,以下沉广场做在地文化社区，并串联餐饮、社交、骑行和宠物,边角空间 + 在地内容 + 社群友好 + 首展快闪 → 日常到访,再地启动时间、功能迭代和景枫中心品牌/客流销售口径已确认,用边角空间做在地内容和社群设施，形成标准商场之外的停留点,购物中心有边角/下沉空间且需提升社区黏性,运营方持续策划、招商和公共秩序协调,南京景枫中心成熟客群与品牌资源,动作参考,已完成
案例D2,上海YEAHH PARK,线索,项目身份未定位，不能形成可引用亮点,“YEAHH PARK”需确认正式名称、地址和主体,先确认正式中英文名称、地址和主体,身份未定位 → 不可引用,无可靠来源,不可引用；先完成项目身份核验,名称无法定位,项目官方来源,不适用,风险提示,已完成
案例D3,麓湖cpi Factory 09,部分核验,以小体量共享空间聚集创作型店铺，把主理人内容嵌入自然游逛路径,非标商业需让创作型小店与公共空间形成整体而非分散,在单体建筑中植入创作型店铺，用共享空间和景观花园连接,创作型小店集群 + 共享空间 + 景观游逛 → 内容体验,Factory 09空间组织与11家创作型店铺已确认,用小体量共享空间聚集主理人，并让其嵌入连续游逛动线,拥有小体量独栋或庭院、想做创作型内容,主理人供给、公共空间维护和运营,麓湖生态与整体客流,动作参考,已完成
案例D4,上海PAC购物中心,部分核验,以开放街区、宠物友好和首店/夜间内容形成小而美城市商业,小体量商业需以场景而非规模建立差异化,用红砖街区、树荫步道、宠物公园和首店/夜间市集组织体验,开放街区 + 宠物友好 + 首店/夜间内容 → 逛饮赏一体,位置、开放街区、宠物友好、首店/夜间内容机制已确认,用开放界面、宠物友好和夜间内容替代大体量同质化,小体量商业需差异化,高密客群、外摆/夜间许可和内容供给,上海静安寺商圈区位,动作参考,已完成
案例D5,三亚东岸麓洲,部分核验,以主理人商业街区输出成熟社区营造能力，方向可识别但经营待证,品牌开发商需验证能否把社区运营能力跨城输出,用主理人商业和在地生活场景组织开放街区,社区开发 + 主理人商业 → 跨城运营能力输出,万华在三亚东岸麓州推进主理人商业街区的方向已确认,把主理人商业与社区开发同步营造，作为品牌运营能力输出,有品牌开发商欲跨城复制社区运营,长期运营意愿、社区客群和可持续招商,万华品牌能力与三亚文旅需求,策略依据（经营结果待证）,已完成
案例D6,武汉招商蛇口社区营造,部分核验,以业主/主理人发起、运营方资源托举的在地社群体系替代自上而下单次活动,社区商业需建立长期连接而非一次性地推,放权给主理人，运营方提供场地、资源和组织支持,主理人发起 + 运营方托举 → 在地社群长期生长,武汉未来welike社群及主理人参与机制已确认,以主理人制和资源托举建立可持续社群，而非单次活动,社区商业需长期社群连接,稳定常住人群、公共空间和资源投入,招商蛇口全国社群体系与武汉本地团队,动作参考,已完成
案例D7,武汉上岸公园,部分核验,以滨水公园和艺术内容补齐新城生活配套，形成公园导向型商业,新城配套缺失，需以公共空间带动商业,用滨水公园、慢行和首店、艺术节、市集、戏剧联动,滨水公园 + 慢行 + 首店/艺术内容 → 新城配套补位,POD定位、项目开放、区域服务人群和公园商业机制已确认,把公共绿地和滨水慢行与商业内容一体化设计,新城/片区配套缺失且拥有公共绿地,稳定居住/就业导入、公共空间维护和滨水安全,武汉花山新城人口导入与联投资源,动作参考,已完成
案例D8,上海浦发唐镇印象汇,部分核验,以社区刚需、户外活动空间和片区联动做商业与社区共生,国际社区商业需兼顾刚需与体验，并拉近与居民关系,用生活服务、首店、宠物/滑板/运动空间和社区共办活动,社区刚需 + 户外活动空间 + 社区共建 → 商业社区共生,主体、地址、体量、开业、社区定位和片区联动已确认,用刚需+体验+社区共建组织社区商业，而非只做业态招商,成熟社区型商业,周边常住人口、社区组织和可持续服务业态,印力与浦发资源、唐镇国际社区客群,动作参考,已完成
案例D9,深圳华侨城OCT PARK,线索,名称未对应唯一资产，不能形成可引用亮点,“华侨城OCT PARK”需确认正式中英文名称和主体,先确认正式名称、地址和运营主体,名称无法唯一对应 → 不可引用,无可靠来源,不可引用；先完成项目消歧,名称无法对应唯一项目,项目官方来源,不适用,风险提示,已完成
案例A100,深圳 K11 ECOAST,线索,项目开业状态、边界和商业机制未获官方来源，不能形成可引用亮点,K11 ECOAST需确认开业状态和商业机制,先取得K11官方项目页或政府来源,官方来源缺失 → 不可引用,未取得K11官方或政府来源,不可引用；先补K11官方项目页、主体、开业和品牌,项目开业状态未确认,K11官方或政府来源,不适用,风险提示,已完成
案例A101,成都银泰中心 in99,部分核验,以高端办公密度、奢侈零售、酒店和公园配套构成商务生活复合场景,金融城商业需在商务客群与高端零售之间建立协同,把in99购物、华尔道夫酒店、办公和交子公园一体化布局,高端办公密度 + 奢侈零售 + 酒店/公园 → 商务社交消费,金融城位置及in99、酒店、办公与公园复合关系已确认,以办公密度与酒店/公园配套为底盘，让高端零售承接稳定商务与旅居客群，形成互导的复合场景,高端商务区商业需协同办公与配套,高购买力商务客群、品牌资源和公共空间,成都金融城区位与SKP等商圈协同,策略依据,已完成
案例A102,EMSPHERE（海外）,部分核验,以餐饮、夜生活、活动和快闪空间主导，把商业做成娱乐社交目的地,传统零售为主难吸引年轻客群，需娱乐与社交驱动,把餐饮和夜间娱乐置于零售之前，用快闪和品牌合作保持新鲜,餐饮/夜生活 + 大型活动 + 灵活快闪 → 年轻社交,娱乐餐饮、夜生活、活动及快闪空间主导的定位已确认,以餐饮夜生活和灵活快闪做引擎，零售做承接,需要年轻化、夜间和社交内容,夜间客流、演出能力和交通可达,曼谷夜间经济与旅游客流,策略依据,已完成
案例A103,韩国商场（海外）,线索,非唯一项目名称，不能形成可引用亮点,“韩国商场”需确认具体城市、资产和主体,先确认具体城市、资产和运营主体,非唯一名称 → 不可引用,无可靠来源,不可引用；先完成项目消歧,名称是泛指,项目官方名称、城市和主体,不适用,风险提示,已完成
案例A104,NEWoMan（海外）,线索,品牌明确但未指定具体项目，不能形成可引用亮点,NEWoMan需确认具体城市和项目（如新宿/高轮）,先确认对应具体资产和项目来源,品牌非项目 → 不可引用,未指定具体项目,不可引用；先锁定具体项目,品牌名而非唯一项目,项目官方来源和空间范围,不适用,风险提示,已完成
案例A105,沙漠奥莱（海外）,线索,名称可能对应多个国家/城市的奥莱，不能形成可引用亮点,“沙漠奥莱”需确认具体城市和正式名称,先确认所在城市、正式名称和业主主体,多可能项目 → 不可引用,无可靠来源,不可引用；先完成项目消歧,名称对应多个可能项目,项目官方名称、城市和主体,不适用,风险提示,已完成
